category,phenotype,phe_code,all_1_year_cases,all_1_year_noncases,all_1_year_hazards ratio,all_1_year_95% confidence interval (lower),all_1_year_95% confidence interval (upper),all_1_year_pvalue,new_1_year_cases,new_1_year_noncases,new_1_year_hazards ratio,new_1_year_95% confidence interval (lower),new_1_year_95% confidence interval (upper),new_1_year_pvalue
dermatologic,Systemic sclerosis,709.3,3851.0,524895.0,30.46552509651439,20.12016446889128,46.13025012004257,1.3172271689715076e-58,3851.0,522703.0,30.7414042679791,20.303107336742112,46.54627100636537,6.448936424944299e-59
dermatologic,Other specified diffuse diseases of connective tissue,709.6,1600.0,525125.0,245.87865669650253,118.3215821670268,510.94916676768526,3.0355923213077913e-49,1600.0,521374.0,248.526315979622,119.62267872729804,516.334614736461,1.8533259276177588e-49
dermatologic,Unspecified diffuse connective tissue disease,709.7,1035.0,525136.0,64.1384386669998,32.224877305287265,127.65725298713666,2.1864843881857322e-32,1035.0,521917.0,64.61923122543044,32.471566090599765,128.5938914222698,1.6417717424219223e-32
dermatologic,Contact dermatitis and other eczema due to plants [except food],931.0,19.0,525277.0,0.2845666293410979,0.01161362758099,6.972684974598638,0.44126428883375446,19.0,524477.0,0.2844992950900332,0.0116089682086473,6.972182837612975,0.44120179490518396
dermatologic,Dermatitis due to solar radiation,938.0,1051.0,525244.0,2.370912850516393,0.6350894191423301,8.851080769594732,0.19897722326944953,1051.0,523875.0,2.368586903626293,0.6345433655494293,8.84132468262797,0.1994469765723738
dermatologic,Acute dermatitis due to solar radiation,938.1,28.0,525281.0,0.0425832289037348,0.0002780928217621,6.520597591758861,0.21886287997020504,28.0,524629.0,0.0426081460145598,0.0002785048075107,6.5185736757087325,0.21886627380036155
dermatologic,Chronic dermatitis due to solar radiation,938.2,966.0,525164.0,2.115400535210388,0.9705406995404232,4.610748860390285,0.059464299239061505,966.0,511562.0,2.077097750771739,0.9533596792661302,4.525401231130389,0.06580476478127764
dermatologic,Atopic/contact dermatitis due to other or unspecified,939.0,6690.0,524581.0,2.568404893731804,1.8617906754966524,3.5432037473201645,9.129451173930278e-09,6690.0,449481.0,2.661277888129607,1.929484909392166,3.670616942051496,2.4296376826018407e-09
dermatologic,Urticaria,947.0,1892.0,525077.0,1.3719665859859618,0.742130523391046,2.5363359324733654,0.3131123649137314,1892.0,505057.0,1.3869985541721888,0.7501886544644414,2.5643749446585744,0.2968070570210472
digestive,Disorders of tooth development,520.0,35.0,525277.0,3.155259322098496,0.2196357154252627,45.32806228901856,0.39804083213095237,35.0,524821.0,3.155520520682851,0.2197622471536837,45.30946459374,0.3979195196100488
digestive,Disturbances in tooth eruption,520.2,272.0,525253.0,0.101956655219882,0.0147327786173367,0.7055803805667328,0.020706484090337585,272.0,521896.0,0.1021209566162511,0.0147599293791861,0.7065541787025301,0.020781067069621614
digestive,Dental caries,521.1,2867.0,525026.0,0.5302683824030483,0.2918414830655017,0.9634838557657536,0.037337388269276656,2867.0,509512.0,0.5382312292456152,0.2961889332638066,0.978067792550592,0.04207942426776283
digestive,"Dental abrasion, erosion and attrition",521.2,139.0,525281.0,1.0303017461761546,0.0256147519472902,41.441810186490166,0.9873645456555673,139.0,524605.0,1.0311688194599709,0.0256319157951922,41.48379476285237,0.9870091134388095
digestive,Pulpitis and necrosis of tooth pulp,522.1,109.0,525274.0,0.0304605211319502,0.0009154005699433,1.0135927135018534,0.05088908627910354,109.0,524317.0,0.0304739003040101,0.0009158528848559,1.013982283721069,0.05091459857083487
digestive,Periapical abscess,522.5,1076.0,525172.0,0.9670085391402652,0.4122189613237801,2.268467980626696,0.9385316218191937,1076.0,517855.0,0.9749387526726968,0.4155744259557692,2.28720901021989,0.953479820336756
digestive,Gingival and periodontal diseases,523.0,1008.0,525229.0,0.9426888191493829,0.2832993305762465,3.136831308219717,0.9233482162239166,1008.0,519395.0,0.9509721623744224,0.2857798986947426,3.164491476627856,0.9346845516677365
digestive,Acute periodontitis,523.31,40.0,525285.0,0.214533388079741,0.0001243096496966,370.2413667264736,0.6856444309392604,40.0,524122.0,0.2151171659379583,0.0001246436834112,371.2614535666912,0.6861711705673518
digestive,Chronic periodontitis,523.32,230.0,525266.0,4.48091508571514,0.7267634435816294,27.6274215258246,0.10607846809954995,230.0,521057.0,4.475360518353541,0.7256437999589614,27.601492316712967,0.10642567827163682
digestive,Other diseases of the teeth and supporting structures,525.0,744.0,525242.0,3.1779482980839258,0.897147836309885,11.257180786206666,0.07316945734005556,744.0,505315.0,3.2441215938789125,0.9149089379288692,11.50313925197404,0.0684153931330871
digestive,Cysts of the jaws,526.1,141.0,525276.0,0.6197888560229925,0.0349601342381476,10.987893336837573,0.74434673659167,141.0,524468.0,0.6197078181667273,0.0349607390959998,10.984830121652264,0.7442665906965347
digestive,Diseases of the salivary glands,527.0,86.0,525278.0,1.9096005585178288,0.1035952674264002,35.200201550542154,0.6635050139097333,86.0,522606.0,1.913523783749273,0.1037785597646104,35.28256009024679,0.6625343318599202
digestive,Disturbance of salivary secretion,527.7,1567.0,525180.0,10.86209272329501,4.9466949388781485,23.851290566184787,2.7868484809404928e-09,1567.0,519019.0,10.97821860724935,4.999111313719624,24.108541743768686,2.3802195450164193e-09
digestive,Other specified diseases of the salivary glands,527.8,751.0,525172.0,0.0504215387179378,0.0162958893593669,0.1560106055348963,2.1747022827290198e-07,751.0,522624.0,0.050444131244583,0.0162997162475275,0.1561137837234867,2.1952730391264483e-07
digestive,Stomatitis and mucositis (ulcerative),528.11,804.0,525230.0,16.16908642298802,5.500927823701228,47.52641084066241,4.209626936734171e-07,804.0,521010.0,16.32480588381606,5.555208061190281,47.97287234047798,3.819244138053328e-07
digestive,Oral aphthae,528.12,898.0,525229.0,46.27476522549836,15.513647390791872,138.03033179328247,6.114231213983869e-12,898.0,522212.0,46.68771075972921,15.65641765648072,139.22356849504877,5.400133147188832e-12
digestive,Cellulitis and abscess of oral soft tissues,528.3,270.0,525265.0,0.3061973683887409,0.0352575362463817,2.659199660265884,0.2832040016522456,270.0,521655.0,0.3085099384663323,0.035522765173732,2.6793629850325256,0.28628241118441655
digestive,Cyst of the salivary gland,528.41,14.0,525281.0,0.6960418129540227,0.015223937631809,31.823186425045368,0.8526105998404356,14.0,524680.0,0.6954837273693405,0.0152170778609027,31.78649800289941,0.8522746495992658
digestive,Diseases of lips,528.5,527.0,525243.0,1.9467230949395824,0.5235780949058283,7.238138579981605,0.32011617580186164,527.0,521446.0,1.958766731889268,0.5267388855728088,7.284002026514186,0.3157110648838326
digestive,Sialolithiasis,528.7,150.0,525262.0,0.5302943550109122,0.0768588749912428,3.6588110740429145,0.5197805074162957,150.0,524148.0,0.5306291707842872,0.0768994693360417,3.661498828513418,0.5202182914192287
digestive,Diseases and other conditions of the tongue,529.0,643.0,525227.0,1.0460420039129508,0.322932184591474,3.3883394909505427,0.9401636716229487,643.0,522842.0,1.0491625780559606,0.3238517120288128,3.398907815855849,0.9362195055686232
digestive,Glossitis,529.1,109.0,525281.0,261.4831743152645,5.764579459632204,11860.960704729256,0.00423633765010092,109.0,523918.0,262.91599331836767,5.790423884096969,11937.782263649278,0.004208847766779863
digestive,Glossodynia,529.6,52.0,525275.0,0.0777221515981941,0.0027535634982213,2.1937873787747018,0.1338793052662004,52.0,524322.0,0.0778045460404807,0.0027571479114915,2.1955831093916607,0.13401256252776578
digestive,Diseases of esophagus,530.0,372.0,525248.0,1.1230282823473423,0.2619923545120054,4.813852393903463,0.8758384660193431,372.0,508634.0,1.1597136845186171,0.2702792807039115,4.976096675102196,0.841953406844453
digestive,GERD,530.11,34609.0,521849.0,11.149646109425497,9.705037439508216,12.80928684101259,2.8756229321511998e-254,34609.0,397604.0,14.931876597617912,12.98708348009715,17.167899095141696, < 2.225E-308
digestive,Esophageal bleeding (varices/hemorrhage),530.2,1009.0,525228.0,3.9811354202031337,1.3351377340011548,11.871014375796433,0.013194300822406739,1009.0,506927.0,4.158013707250619,1.3932822086111707,12.408884490757876,0.010634178562318705
digestive,Stricture and stenosis of esophagus,530.3,1830.0,525155.0,1.1175516522637097,0.5080395451771356,2.458315907360897,0.7823043930593879,1830.0,521757.0,1.1188553120110942,0.5086473951539565,2.461110036426195,0.780071082490483
digestive,Disorders of esophageal motility,530.5,2188.0,525089.0,2.570438416550584,1.3976846852404536,4.727213314312304,0.002388998156835278,2188.0,520469.0,2.6071515056781127,1.4172498002797331,4.796076861127819,0.0020612613200486356
digestive,"Diverticulum of esophagus, acquired",530.6,40.0,525271.0,0.3788700609217567,0.0314552602289764,4.563386919006466,0.44463848652163535,40.0,524675.0,0.3789588183929881,0.0314594610201755,4.564915652741484,0.44476682374277676
digestive,Gastroesophageal laceration-hemorrhage syndrome,530.7,18.0,525282.0,30.50076324590613,0.790574776272237,1176.7344298149824,0.06667298525248773,18.0,523901.0,30.620609130687296,0.7933386679824693,1181.868149599698,0.06639325306348995
digestive,Heartburn,530.9,1760.0,525105.0,6.207881490531284,3.371505321372612,11.430440983196004,4.5722494953118725e-09,1760.0,502338.0,6.3785941706736695,3.4632840131644853,11.747943119737364,2.7393052400952958e-09
digestive,Hemorrhage from gastrointestinal ulcer,531.1,832.0,525210.0,12.846446938851177,5.086906468094377,32.4423497832744,6.609214762610008e-08,832.0,522499.0,12.973594581547346,5.136553785207318,32.76791471571465,5.909361177767869e-08
digestive,Gastric ulcer,531.2,1754.0,525173.0,3.8491559222962346,1.7556206404021946,8.439181548215329,0.000765032961784574,1754.0,516717.0,3.910847421180733,1.783406420435176,8.576131260099347,0.0006640986304072512
digestive,Duodenal ulcer,531.3,233.0,525255.0,5.362083637414252,1.2424360242641594,23.14158666773541,0.02439067280679518,233.0,521812.0,5.397173682432044,1.2507039618775635,23.29047052398213,0.023831716477535663
digestive,"Peptic ulcer, site unspecified",531.4,729.0,525188.0,4.174262825356813,1.8025491795601347,9.66657128290271,0.0008524559096410496,729.0,520422.0,4.239278417462253,1.8304370677521224,9.818136781305045,0.0007494005753430727
digestive,Gastrojejunal ulcer,531.5,242.0,525262.0,1.9336572488262576,0.3384622116309915,11.047113170834,0.45833034921280535,242.0,524494.0,1.93599471655988,0.3389051879069837,11.0593631383904,0.45748155691072945
digestive,Other disorders of stomach and duodenum,537.0,1622.0,525167.0,2.632210236069288,1.2037803201331607,5.7556437923005,0.015325416105445496,1622.0,478955.0,2.8554510080978077,1.304770101369727,6.24907058422573,0.008647207794217461
digestive,Appendiceal conditions,540.0,321.0,525268.0,0.2355960605845507,0.0214362814914536,2.589325195467723,0.23718888956173925,321.0,524073.0,0.2358787998513806,0.0214692507148954,2.591557989526167,0.23751217307514128
digestive,Appendicitis,540.1,764.0,525161.0,1.26444745817189,0.5709224951821923,2.800428058045142,0.5630201205678387,764.0,521121.0,1.272317620085722,0.5744997380319775,2.817742148892836,0.5527215075646877
digestive,Abdominal hernia,550.0,3292.0,524819.0,0.3722027309887735,0.2347420402988696,0.5901579145308655,2.6419495318547204e-05,3292.0,511737.0,0.3808702544692267,0.2401177610620727,0.6041291993471217,4.112340676877217e-05
digestive,Diaphragmatic hernia,550.2,3691.0,524826.0,0.5990987461378339,0.3839540510880442,0.9347975535271048,0.02400824763227913,3691.0,488913.0,0.6402746408329347,0.4101880931875184,0.9994234901068504,0.04970403314561811
digestive,Umbilical hernia,550.4,1733.0,525087.0,1.772702938691909,0.954918164047839,3.2908324788023418,0.06970609540201422,1733.0,509339.0,1.8107949259082172,0.9750890083568956,3.362747642105301,0.06009618290601132
digestive,Ventral hernia,550.5,2812.0,524881.0,0.3853153136660819,0.2352927021479623,0.6309923324873374,0.00015082409327096653,2812.0,512740.0,0.3938765825829636,0.2404191474510267,0.6452845538803681,0.00021626453250977887
digestive,Ulceration of the lower GI tract,556.0,115.0,525279.0,7.799188015922599,0.4323589212788024,140.68712524261014,0.16398330610053422,115.0,523959.0,7.814940583332483,0.4330971904615254,141.01522167792172,0.1636149486149703
digestive,Ulceration of intestine,556.1,13.0,525278.0,8.891447295044841,0.6087037538705902,129.87900024905687,0.11023907049001208,13.0,521619.0,8.901060730465296,0.6094165999761383,130.00775189014152,0.1100512441138858
digestive,Intestinal malabsorption (non-celiac),557.0,3566.0,525052.0,20.24504319248324,11.896107929158424,34.453434375868774,1.4370063171184898e-28,3566.0,517347.0,20.516740179241303,12.055267573874,34.91723638675115,8.366935179654196e-29
digestive,Celiac disease,557.1,550.0,525154.0,1.020594329089606,0.4632739191951954,2.24837345987308,0.9596552217051311,550.0,522080.0,1.0215787899921762,0.4637357300865698,2.250469731903246,0.9577471064224585
digestive,Noninfectious gastroenteritis,558.0,8026.0,524317.0,2.1120817420445457,1.600204762981776,2.787699042193593,1.2920928969617928e-07,8026.0,465013.0,2.3105252858880885,1.750348865717944,3.049978893515333,3.387478372256647e-09
digestive,Ileostomy status,559.0,1690.0,525176.0,6.590490608639477,3.015176827274673,14.405313170910889,2.2873272416381073e-06,1690.0,522620.0,6.604747669759099,3.0217334299850545,14.436313722552294,2.226376721145779e-06
digestive,Paralytic ileus,560.1,1877.0,525099.0,321.7983960716655,160.49358829633564,645.2233314336136,1.684518224726497e-59,1877.0,512262.0,339.5086249374096,169.24665638900373,681.0539650600725,1.7008313884929615e-60
digestive,Other intestinal obstruction,560.4,438.0,525233.0,8.502598118808816,2.796923694385356,25.8477465492166,0.00016127573204711954,438.0,509072.0,8.778712515083214,2.887356423925806,26.69077942157755,0.0001287193248388856
digestive,Symptoms involving digestive system,561.0,2136.0,525024.0,7.430628001553617,4.485348563416375,12.309908966231475,6.852016212193657e-15,2136.0,511455.0,7.53033850349965,4.545831084786454,12.474286201937304,4.5075284831695985e-15
digestive,Functional digestive disorders,564.0,1950.0,525141.0,15.355093172772976,7.8345893587181745,30.09460681971407,1.7778501294565157e-15,1950.0,520961.0,15.42613515481349,7.8701330303319486,30.236546815338357,1.6084598352601392e-15
digestive,Irritable Bowel Syndrome,564.1,1338.0,525112.0,5.886562672538611,3.158350732595783,10.971428771384572,2.4020455468106454e-08,1338.0,509915.0,5.896235133553319,3.1641736420153723,10.98725692184362,2.3077097571900992e-08
digestive,Abnormal findings on exam of gastrointestinal tract/ abdominal area,564.8,4439.0,524824.0,1.386267379284269,0.9149357010705148,2.100406886100475,0.12340898129732807,4439.0,493991.0,1.4417588303489504,0.9516715272192714,2.184228975477412,0.08430370005766534
digestive,Anal and rectal conditions,565.0,5056.0,524799.0,0.402782433246142,0.257219945206423,0.6307197072197795,7.060250702568713e-05,5056.0,501429.0,0.4080774919195502,0.260658453835434,0.6388714310278502,8.88878732786112e-05
digestive,Anal and rectal polyp,565.1,320.0,525247.0,0.1340593714862256,0.0236258377102675,0.7606890093667007,0.02328088032221753,320.0,519027.0,0.134843845047224,0.0237677871786807,0.7650212621993469,0.023672156054129864
digestive,Peritonitis and retroperitoneal infections,567.0,793.0,525227.0,29.91111399420512,10.353830087264292,86.41002728785615,3.424488234019804e-10,793.0,520902.0,30.31172748955924,10.492394406446756,87.56826972085322,2.9241339524762603e-10
digestive,Other disorders of peritoneum,568.0,1407.0,525159.0,11.701191004887315,5.698498230466626,24.02700946730736,2.0775507206084388e-11,1407.0,519886.0,11.911132984351315,5.800707630356403,24.45823820329053,1.49015103910849e-11
digestive,Peritoneal adhesions (postoperative) (postinfection),568.1,17.0,525282.0,43.71627018909756,1.058318502777989,1805.8006868723223,0.046610827638522166,17.0,518517.0,44.01842950924114,1.0644252596879868,1820.3458803937087,0.04627896708558939
digestive,Other disorders of intestine,569.0,3152.0,524998.0,5.638531402020132,3.466473076580985,9.171580355363638,3.207005265979625e-12,3152.0,447247.0,6.428079885236707,3.948813820409845,10.463955225596372,7.187005729695093e-14
digestive,Toxic gastroenteritis and colitis,569.1,833.0,525235.0,39.854094167435406,12.621721471169357,125.8424871389318,3.345667183718889e-10,833.0,459704.0,45.18811810870272,14.227178659235436,143.52571701772678,1.0268396507883077e-10
digestive,Gastrointestinal complications,569.2,4173.0,524870.0,7.368742205356884,4.932628952239221,11.007996387881256,1.7943656498004941e-22,4173.0,517708.0,7.387657063703894,4.94556394121661,11.03564275775352,1.5651060655592837e-22
digestive,Other chronic nonalcoholic liver disease,571.5,5665.0,524673.0,7.807613854041902,5.614040723059051,10.858281423475496,2.676826273723467e-34,5665.0,504494.0,8.071472567685285,5.803144544720324,11.226442648265254,2.4359652976680956e-35
digestive,Primary biliary cirrhosis,571.6,2603.0,525048.0,11.424289891181944,6.746646755578624,19.34507678349145,1.2576988464682558e-19,2603.0,522762.0,11.531386306027548,6.80942785347945,19.527759600374324,9.241157548075882e-20
digestive,Liver abscess and sequelae of chronic liver disease,571.8,6717.0,525019.0,1.5696421206564304,0.9132655162962432,2.6977657022797525,0.1027601555741519,6717.0,516672.0,1.6343489904191146,0.9504794751889338,2.810262285730079,0.07568106864579602
digestive,Portal hypertension,571.81,7732.0,524693.0,10.286814938707709,7.361739023974496,14.374125629638275,1.892798091959294e-42,7732.0,516343.0,10.708389460393423,7.662425069711484,14.965184493449494,7.864530425729743e-44
digestive,Other disorders of liver,573.0,5667.0,524718.0,3.30452622919412,2.3186861765247118,4.709517704460912,3.780776530076011e-11,5667.0,476775.0,3.5807480785211383,2.5119085582494063,5.104388358296185,1.7658994255029198e-12
digestive,Chronic passive congestion of liver,573.1,373.0,525234.0,10.97654110796778,3.592656554914152,33.53631299103834,2.6193907627272583e-05,373.0,522802.0,11.129949528017937,3.642535009504325,34.0081224128258,2.3549560413533753e-05
digestive,Liver replaced by transplant,573.2,79234.0,522252.0,452.028552024349,378.05512415495326,540.4762395482863, < 2.225E-308,79234.0,516654.0,461.9904033418995,386.48343968215033,552.2491027184584, < 2.225E-308
digestive,Hepatomegaly,573.3,6285.0,524738.0,4.939731826937334,3.4646092879809696,7.042915519134196,1.0850989206556745e-18,6285.0,483471.0,5.460415585285137,3.828521454255094,7.787898989278638,7.19452786305744e-21
digestive,Jaundice (not of newborn),573.5,3336.0,525027.0,15.755068995992325,9.511202551723535,26.09787749957001,9.396138224069974e-27,3336.0,516551.0,16.073645372161852,9.704172066234143,26.623814353930925,3.9837468823153935e-27
digestive,Abnormal results of function study of liver,573.7,10103.0,524544.0,24.31956582897656,18.024643642219075,32.81292511795312,7.92922941742423e-97,10103.0,509953.0,25.168736976187176,18.652682486973937,33.9610842257606,7.821190034068006e-99
digestive,Abnormal serum enzyme levels,573.9,13677.0,524285.0,28.5549378460056,22.038790011875975,36.99769701285139,6.590991534232567e-142,13677.0,524285.0,28.554937846006037,22.038790011876312,36.99769701285196,6.590991534216725e-142
digestive,Cholecystitis without cholelithiasis,574.3,3711.0,524848.0,4.711744627703144,3.169645712144681,7.004106910632565,1.811024554267097e-14,3711.0,509748.0,4.850661377339218,3.2617506290655047,7.213585118354514,6.243999639023474e-15
digestive,Obstruction of bile duct,575.2,12911.0,524424.0,5.881921269677044,4.438160548118781,7.795346168210152,6.199721334685313e-35,12911.0,515830.0,6.015018633937434,4.53864094233432,7.971648259094533,8.811354811805592e-36
digestive,Cholesterolosis of gallbladder,575.6,663.0,525204.0,0.1115824926396751,0.0325883060032428,0.3820589097955626,0.0004791371362847079,663.0,521765.0,0.1116776268712944,0.0326119709393913,0.3824329528191602,0.0004822234424207043
digestive,Other disorders of gallbladder,575.7,762.0,525215.0,1.2162471209374184,0.419933482434332,3.5225985092052787,0.7182370383659048,762.0,501234.0,1.2998987543267606,0.4482664592845642,3.769491864720581,0.629199739606422
digestive,Other disorders of biliary tract,575.8,3113.0,525006.0,7.901876279887217,4.847385275628932,12.88109881765957,1.1238655626559015e-16,3113.0,509015.0,8.270366976435866,5.0724122043852775,13.484505432304504,2.4491941703738048e-17
digestive,Nonspecific abnormal findings on radiological and other examination of biliary tract,575.9,2472.0,525063.0,3.3780327534923584,1.9215076933682127,5.93862065868944,2.3488044024256757e-05,2472.0,510082.0,3.451639026330943,1.9636914845405244,6.067048750724954,1.670119152994346e-05
digestive,Diseases of pancreas,577.0,813.0,525190.0,2.195019321321688,0.9129122892013382,5.27773574522767,0.07901917456505107,813.0,504921.0,2.279252442389157,0.9476750222914476,5.481828236409159,0.06577765060508516
digestive,Chronic pancreatitis,577.2,2315.0,525068.0,6.810595688074708,3.910244822100315,11.862227491297434,1.231078273502111e-11,2315.0,520766.0,6.894721941604349,3.9583112517948256,12.00946252786098,9.157804838155457e-12
digestive,Cyst and pseudocyst of pancreas,577.3,6810.0,524796.0,1.718734255799944,1.1571128965605415,2.5529466060234407,0.007299964868367379,6810.0,518927.0,1.7288569885826073,1.164033822221049,2.56774883161713,0.006676672788019443
digestive,Hematemesis,578.1,2434.0,525096.0,39.77036474594136,21.84808347927614,72.39453810790816,1.9110264786959238e-33,2434.0,517326.0,40.814765866282464,22.416191715692943,74.31436766099948,7.2412273852488425e-34
digestive,Blood in stool,578.2,5000.0,524749.0,11.500101670493398,8.098117649525987,16.33124438979054,2.055140795642942e-42,5000.0,506347.0,11.91671544117282,8.390952760277148,16.923954998072976,1.362868849985014e-43
digestive,Hemorrhage of rectum and anus,578.8,4627.0,524659.0,2.0352451946258667,1.440114671297079,2.8763147024374627,5.658406133888435e-05,4627.0,497437.0,2.095215612462877,1.482366000757514,2.9614335868907284,2.7934986914850177e-05
digestive,Hemorrhage of gastrointestinal tract,578.9,11105.0,524396.0,29.451775423833933,22.372963604676208,38.77032524357437,1.6162650525002165e-128,11105.0,498241.0,31.83432824247786,24.173812549661484,41.92240891120896,4.812630353854074e-134
digestive,Splenomegaly,579.2,3109.0,525042.0,8.161860202368374,4.836053322419229,13.774860929300129,3.772988366620964e-15,3109.0,503697.0,8.745337895282233,5.182305364931371,14.758091142256015,4.569941606387144e-16
digestive,Nonspecific abnormal findings in stool contents,579.8,1199.0,525150.0,10.924393782384875,5.45148884061068,21.891703899964423,1.5646537992512862e-11,1199.0,518237.0,11.048537603123266,5.513991897507194,22.138259438287385,1.2474079016133194e-11
endocrine/metabolic,Simple and unspecified goiter,240.0,1959.0,524900.0,0.51589666258497,0.3160738803190459,0.842047961057897,0.008103610304774684,1959.0,515507.0,0.5147198788632514,0.3153308895297798,0.8401858571232036,0.007896128085006676
endocrine/metabolic,Nontoxic uninodular goiter,241.1,8922.0,524091.0,0.3485944343201884,0.2608211584680021,0.465905758385473,1.0746362225851124e-12,8922.0,499400.0,0.3506564661159343,0.262362805234721,0.4686638302975536,1.4349774597800003e-12
endocrine/metabolic,Nontoxic multinodular goiter,241.2,4715.0,524467.0,0.3767536260471457,0.2661796659748529,0.5332612249693127,3.649746938418075e-08,4715.0,504826.0,0.3777123373290168,0.2668315915079799,0.5346691108210938,3.992804957446959e-08
endocrine/metabolic,Secondary hypothyroidism,244.1,3777.0,524914.0,2.9499349628212683,1.9014688464336311,4.5765231974201885,1.3789757202061452e-06,3777.0,515750.0,2.9684879806179096,1.9134338948007483,4.605291520661917,1.197586935148547e-06
endocrine/metabolic,Acquired hypothyroidism,244.2,5658.0,524783.0,9.965861767846238,6.932955629506883,14.325549748669532,2.0837351476938574e-35,5658.0,494589.0,10.22381485085405,7.111479909011957,14.698261324212377,3.89314099710348e-36
endocrine/metabolic,Hypothyroidism NOS,244.4,27355.0,522802.0,18.301968377086457,15.544562046174232,21.548503295293045,1.0157227326775528e-266,27355.0,478872.0,18.879255754199427,16.037532134725385,22.22451028239672,5.950072531678692e-273
endocrine/metabolic,Congenital hypothyroidism,244.5,265.0,525249.0,3.032906084651515,0.7635303802569137,12.047352084695117,0.11489091709633215,265.0,524741.0,3.034464349067996,0.7639352949591635,12.053342667269844,0.114718614773872
endocrine/metabolic,Thyroiditis,245.0,340.0,525253.0,2.967489757370741,0.6873360529418627,12.811775873547983,0.1449642673473854,340.0,522779.0,2.969168179355116,0.6878522398320401,12.816647481510936,0.1447045039147667
endocrine/metabolic,"Thyroiditis, acute and subacute",245.1,34.0,525278.0,0.1769710799288437,0.0050851900940528,6.158818559764144,0.33896754333316587,34.0,524494.0,0.1767947547165994,0.0050791933017723,6.153808968915518,0.33871450704632367
endocrine/metabolic,Chronic lymphocytic thyroiditis,245.21,2838.0,524885.0,3.9248110554260713,2.5863518497019693,5.955934349214614,1.3141204926644938e-10,2838.0,518909.0,3.906485720168279,2.574443552547865,5.927739478605231,1.5082798491187546e-10
endocrine/metabolic,Other disorders of thyroid,246.0,1449.0,525128.0,4.681281210024242,2.4203938808749017,9.05406096936777,4.5106811864979554e-06,1449.0,500211.0,4.796345916256039,2.4787005733907788,9.281046042974044,3.2379032884955736e-06
endocrine/metabolic,Abnormal results of function study of thyroid,246.7,580.0,525214.0,7.862580568155175,3.019614074590056,20.472872249121465,2.407146181194869e-05,580.0,520257.0,7.891622145361346,3.030021276761583,20.553552070010078,2.3390269642049985e-05
endocrine/metabolic,Type 1 diabetes,250.1,3202.0,524995.0,10.707213147376171,6.649256222719835,17.241689828648322,1.773973221812454e-22,3202.0,491570.0,12.460902468261995,7.7289500795765536,20.08993313772896,4.11227007566165e-25
endocrine/metabolic,Type 2 diabetes,250.2,47182.0,520660.0,270.0353400740366,235.21291506816308,310.01309969637146, < 2.225E-308,47182.0,420373.0,403.5533073259986,350.90089391099366,464.1061755033895, < 2.225E-308
endocrine/metabolic,Other abnormal glucose,250.42,8711.0,524474.0,197.43610607015327,143.30920455272295,272.0063662470741,2.557750385892759e-229,8711.0,507520.0,211.31935383299847,153.3242428086145,291.2511973735116,1.3072787775615115e-234
endocrine/metabolic,Glycosuria or Acetonuria,250.5,93.0,525271.0,38.78533469438948,4.931529351201211,305.0376628072584,0.0005082600816427224,93.0,524449.0,38.834765463539945,4.936305236027908,305.5198040836121,0.0005069443397816422
endocrine/metabolic,Hypoglycemia,251.1,2406.0,525060.0,61.467617270180206,35.10572687553681,107.625402153579,4.428152742877683e-47,2406.0,515405.0,64.08284596158757,36.5677320277694,112.30149967785844,7.364901683397957e-48
endocrine/metabolic,Abnormality of secretion of glucagon or gastrin,251.8,< 10,525286.0,17.082883077394342,0.0048750670415358,59860.69355550571,0.4955294991569143,< 10,525210.0,17.08794562239116,0.0048771525461337,59870.56644870982,0.49547755223465756
endocrine/metabolic,Disorders of parathyroid gland,252.0,136.0,525262.0,2.375593844789321,0.4280786472024578,13.1831992842471,0.322375240574226,136.0,524085.0,2.378429281321919,0.428576632534225,13.199333367289343,0.3217171225183283
endocrine/metabolic,Hyperparathyroidism,252.1,7552.0,524521.0,0.5185607202435604,0.3655692036508399,0.7355795233680437,0.00023174431257304577,7552.0,509702.0,0.5412134707871938,0.3813307905150482,0.7681310511692385,0.0005891300319973782
endocrine/metabolic,Hypoparathyroidism,252.2,818.0,525207.0,2.1176806597061697,0.8062904989333902,5.561979686510036,0.12777307851107142,818.0,522366.0,2.1448170017395265,0.8163530759972817,5.635110721339709,0.12156030291021029
endocrine/metabolic,Disorders of the pituitary gland and its hypothalamic control,253.0,1451.0,525121.0,0.3588309463453762,0.1649636335419006,0.7805335351225362,0.009741419174981628,1451.0,521381.0,0.3583743464116511,0.1647570088292104,0.7795247867064207,0.009649207938357976
endocrine/metabolic,Pituitary hyperfunction,253.1,717.0,525178.0,0.3753132823210309,0.1445840859144566,0.9742431817145208,0.0440536871528653,717.0,514537.0,0.3792608335728409,0.1460658446702795,0.984753007844232,0.0464232863394073
endocrine/metabolic,Acromegaly and gigantism,253.11,468.0,525223.0,0.0414528217202205,0.008808138391999,0.1950850851899937,5.6242839213586564e-05,468.0,524936.0,0.0414279898061008,0.0088026429442934,0.1949730723188101,5.6077200437575234e-05
endocrine/metabolic,Pituitary hypofunction,253.2,1391.0,525111.0,2.213227404861452,1.160007066915853,4.22271181386267,0.015940682264770346,1391.0,523410.0,2.212082159290373,1.1594099440733645,4.220515361683944,0.016008987198822
